CustomerID,I,Iu,Imax,Ep,Eb,Stot,Smax,Savg,NSess,Country,Fav_weekday,Fav_month,K_2,DBS15
15012.0,219,106,138,6.679059551143388,0.9825606664869174,343.1899999999997,185.83000000000004,171.595,116,United Kingdom,Monday,January,1,0
12868.0,921,68,274,5.890004410510336,2.5093358078194927,1534.7100000000007,412.02,255.785,103,United Kingdom,Thursday,December,1,-1
17572.0,93,6,30,2.481714572986073,1.9362600275315276,206.85,70.80000000000003,51.71250000000001,11,United Kingdom,Friday,April,0,0
14078.0,297,44,73,5.246546262307403,2.5513686497893997,936.72,243.93,156.12,62,United Kingdom,Monday,April,0,-1
12662.0,1936,120,284,6.633475605392302,3.357707355327377,3256.729999999997,425.88000000000017,296.06636363636375,206,Germany,Friday,April,1,-1
15525.0,370,122,158,6.86088610949054,1.5371542762505523,562.5199999999996,193.76,187.5066666666667,143,United Kingdom,Tuesday,January,1,0
14237.0,31,5,31,2.3219280948873617,0.0,77.45,77.45,77.45,5,United Kingdom,Tuesday,January,0,0
17905.0,177,26,70,4.700439718141092,1.198183947911799,338.59,149.35,112.86333333333332,26,United Kingdom,Tuesday,December,0,0
15485.0,908,46,489,5.401650359904833,1.4730263544898303,1388.4599999999994,764.3300000000003,462.82000000000016,63,United Kingdom,Friday,January,1,-1
16955.0,189,11,94,3.3921472236645345,1.5032583347756456,348.86999999999995,165.88,87.2175,18,United Kingdom,Friday,August,0,0
15350.0,51,5,51,2.3219280948873617,0.0,115.65,115.65,115.65,5,United Kingdom,Tuesday,January,0,0
15605.0,413,49,121,5.562733897918601,2.2004615143724444,944.53,270.45000000000005,188.90599999999998,53,United Kingdom,Friday,February,1,0
18144.0,271,15,60,3.673269689515108,3.333660689688186,912.15,176.20000000000005,82.9227272727273,25,United Kingdom,Monday,April,0,-1
15922.0,62,7,62,2.8073549220576046,0.0,208.1,208.1,208.1,7,United Kingdom,Tuesday,January,0,0
14594.0,172,40,141,5.2691743476750394,0.9522656254366642,273.28,214.15,136.64,43,United Kingdom,Saturday,February,0,0
15165.0,147,20,147,4.3219280948873635,0.0,362.7,362.7,362.7,20,United Kingdom,Tuesday,January,0,0
16456.0,800,75,216,6.069235677759421,2.047312468124338,1407.1299999999994,395.2000000000001,281.426,96,United Kingdom,Sunday,April,1,-1
17643.0,66,5,66,2.3219280948873617,0.0,58.8,58.8,58.8,5,United Kingdom,Tuesday,January,0,0
17873.0,590,21,158,4.284683810317087,2.303430687416446,972.46,272.04,194.492,31,United Kingdom,Saturday,April,0,0
17760.0,130,22,74,4.459431618637295,0.8453509366224365,218.25,115.05,109.125,22,United Kingdom,Friday,January,0,0
13468.0,1875,148,131,6.99716649446193,5.0255454127560855,3762.8900000000012,277.07,101.69972972972977,223,United Kingdom,Friday,April,1,-1
16928.0,1394,59,137,5.134967436750797,3.842909401592319,1867.2200000000007,183.93,109.8364705882353,180,United Kingdom,Friday,April,1,-1
16048.0,144,8,132,3.0,0.5435644431995964,256.44000000000005,251.40000000000003,128.22000000000003,8,United Kingdom,Tuesday,January,0,0
16274.0,141,53,141,5.727920454563196,0.0,195.44999999999996,195.44999999999996,195.44999999999996,53,United Kingdom,Tuesday,January,0,0
14496.0,112,11,64,3.4182958340544887,0.8112781244591328,291.92,152.4,145.95999999999995,12,United Kingdom,Sunday,January,0,0
14696.0,1227,101,239,6.601109161511103,2.786070046707561,1750.7399999999998,284.35,250.1057142857143,113,United Kingdom,Friday,December,1,-1
16539.0,475,35,301,4.987729629951763,1.8255645656200885,1372.91,442.35,343.2275,44,United Kingdom,Thursday,April,1,-1
17025.0,127,7,96,2.8073549220576046,1.3787834934861756,236.45,196.8,78.81666666666669,7,United Kingdom,Monday,January,0,0
17690.0,1551,148,289,7.052064890161426,3.517427277162245,3278.0200000000004,509.49999999999983,218.53466666666668,198,United Kingdom,Friday,April,1,-1
12947.0,971,72,392,6.085746524322095,2.21143913016645,1269.59,378.19000000000005,253.91800000000003,85,United Kingdom,Friday,April,1,-1
18229.0,1374,47,124,5.188755923046491,4.135420364919252,3664.7,314.4,183.235,106,United Kingdom,Friday,April,1,-1
14142.0,245,19,245,4.247927513443588,0.0,280.95,280.95,280.95,19,United Kingdom,Tuesday,January,0,0
17069.0,1475,100,361,6.522217428346504,2.8379824006142016,2405.609999999999,501.56,267.29,130,United Kingdom,Friday,April,1,-1
13065.0,67,9,67,3.169925001442312,0.0,138.41,138.41,138.41,9,United Kingdom,Tuesday,January,0,0
16835.0,55,7,40,2.8073549220576046,0.9852281360342516,133.15,83.2,66.575,7,United Kingdom,Tuesday,January,0,0
15235.0,1298,120,331,6.862714832242582,3.2733250630614528,2015.51,513.69,167.95916666666668,130,United Kingdom,Friday,April,1,-1
13576.0,929,64,192,5.758739042569065,3.646288356277728,1797.6599999999994,360.16,105.74470588235296,87,United Kingdom,Friday,April,1,-1
18011.0,70,27,70,4.754887502163472,0.0,92.84,92.84,92.84,27,United Kingdom,Tuesday,January,0,0
13090.0,1597,80,368,6.069326310167527,3.289022555765912,3737.110000000001,764.0399999999997,287.47,116,United Kingdom,Friday,April,1,-1
15694.0,632,36,114,4.944593665917308,3.1763424998901657,2380.96,498.84,216.45090909090908,51,United Kingdom,Friday,April,1,-1
14741.0,693,32,166,4.74986776225629,2.5698999044952986,1270.3400000000004,283.5300000000001,211.72333333333336,56,United Kingdom,Friday,August,1,-1
13715.0,518,84,229,6.3289955584009325,1.7706791708339822,998.3499999999997,392.52000000000015,199.67,98,United Kingdom,Friday,December,1,-1
17732.0,84,13,84,3.7004397181410926,0.0,222.52000000000004,222.52000000000004,222.52000000000004,13,United Kingdom,Friday,February,0,0
12855.0,30,3,30,1.584962500721156,0.0,38.1,38.1,38.1,3,United Kingdom,Friday,February,0,0
17855.0,196,16,196,4.0,0.0,199.02,199.02,199.02,16,United Kingdom,Friday,February,0,0
14047.0,176,12,105,3.5032583347756456,1.6121972227029933,580.2,319.35,145.05,18,United Kingdom,Friday,February,0,0
13941.0,364,13,104,3.5535088547976788,2.2772925846689,1389.88,340.8,277.976,24,United Kingdom,Friday,February,0,-1
14135.0,1498,76,257,6.018197114117707,3.6503160027841135,2849.2899999999995,346.35,189.9526666666667,109,United Kingdom,Friday,August,1,-1
13108.0,82,5,82,2.3219280948873617,0.0,95.29999999999998,95.29999999999998,95.29999999999998,5,United Kingdom,Friday,February,0,0
15658.0,199,25,96,4.556088322639177,1.6805735346744015,583.85,243.8,145.9625,29,United Kingdom,Friday,February,0,0
14388.0,1707,113,312,6.557024672661247,2.9786224559941332,2804.5600000000013,429.15,350.56999999999994,166,United Kingdom,Friday,April,1,-1
14901.0,583,65,134,5.900115724077513,2.8512788146122934,1037.7599999999998,186.32,129.72,82,United Kingdom,Friday,August,1,-1
15955.0,1817,123,370,6.805833345320561,3.2641859408744023,3698.010000000001,541.1300000000001,264.1435714285714,168,United Kingdom,Friday,April,1,-1
16244.0,849,85,615,6.391249800455487,0.8894663896628687,1475.05,1024.8299999999997,737.5249999999999,88,United Kingdom,Friday,December,1,-1
15111.0,684,59,440,5.798329341690044,1.3515351890811589,1339.6799999999996,802.2000000000003,446.5600000000002,72,United Kingdom,Friday,April,1,-1
14390.0,1612,116,440,6.556818204896309,2.9047433934938414,3377.720000000001,807.1499999999997,375.30222222222216,246,United Kingdom,Friday,April,1,-1
16546.0,385,20,269,4.3219280948873635,0.8112781244591328,564.9499999999998,367.55,282.475,20,United Kingdom,Friday,February,0,0
15260.0,807,55,208,5.664596848571468,2.5611050095546033,1565.27,345.14,260.87833333333333,68,United Kingdom,Friday,April,1,-1
14491.0,126,12,92,3.584962500721156,0.8112781244591328,220.98,141.48000000000005,110.49,12,United Kingdom,Friday,February,0,0
13305.0,681,36,125,4.9520824266619945,3.060864364918707,1000.2100000000003,186.25,100.021,53,United Kingdom,Friday,August,1,-1
15923.0,40,17,40,4.08746284125034,0.0,78.30000000000003,78.30000000000003,78.30000000000003,17,United Kingdom,Friday,February,0,0
16752.0,48,5,48,2.3219280948873617,0.0,77.69999999999997,77.69999999999997,77.69999999999997,5,United Kingdom,Friday,February,0,0
17287.0,484,76,119,6.088538968612082,2.5875471099413043,694.4599999999997,168.61999999999995,99.20857142857142,106,United Kingdom,Friday,February,1,-1
15363.0,142,15,142,3.9068905956085183,0.0,310.1,310.1,310.1,15,United Kingdom,Friday,February,0,0
12915.0,77,11,49,3.459431618637298,0.9456603046006402,201.05000000000004,127.55,100.525,11,United Kingdom,Friday,February,0,0
15738.0,1966,45,202,5.167479554194101,3.8676165015194637,3804.9399999999982,316.9,237.80875,147,United Kingdom,Friday,April,1,-1
14180.0,464,60,44,5.604710215485372,4.367978874687512,1779.8199999999995,212.4,71.19279999999998,101,United Kingdom,Friday,April,1,-1
13117.0,806,59,130,5.807728985732318,2.9428928958997016,840.6999999999997,202.12,105.0875,69,United Kingdom,Friday,April,1,-1
16916.0,353,121,254,6.884727441389347,0.9421631690835512,498.1800000000002,328.1500000000001,249.09000000000003,128,United Kingdom,Friday,February,1,-1
17964.0,235,74,139,6.118522527728213,0.9023932827949788,326.2500000000001,163.25000000000003,163.125,88,United Kingdom,Friday,August,0,0
14466.0,793,31,184,4.788925676260469,2.7252908147760864,1400.6500000000005,271.65000000000003,200.09285714285718,59,United Kingdom,Friday,April,1,-1
17235.0,176,21,96,4.334962500721156,0.8708644692353646,357.45999999999987,192.26,178.73,24,United Kingdom,Friday,February,0,0
16510.0,85,9,85,3.169925001442312,0.0,178.55,178.55,178.55,9,United Kingdom,Friday,February,0,0
15107.0,71,7,48,2.75,1.75,104.1,61.2,26.025,8,United Kingdom,Friday,December,0,0
17976.0,89,52,89,5.690184605506593,0.0,282.6399999999999,282.6399999999999,282.6399999999999,53,United Kingdom,Friday,February,0,0
14449.0,738,199,300,7.532197241627326,1.9215488118440949,852.5499999999997,286.05999999999995,213.1375,247,United Kingdom,Friday,February,1,-1
16781.0,102,12,102,3.584962500721156,0.0,216.8,216.8,216.8,12,United Kingdom,Friday,February,0,0
13491.0,791,60,167,5.8116556721008825,3.198938717354582,943.3400000000003,154.51999999999995,94.334,68,United Kingdom,Friday,April,1,-1
17685.0,1402,80,545,6.129279917429452,2.313601557728996,2499.5600000000004,904.06,357.08,116,United Kingdom,Friday,April,1,-1
15732.0,167,12,97,3.5465935642949384,0.961236604722876,280.2,142.1,140.1,13,United Kingdom,Friday,February,0,0
13138.0,471,30,123,4.6336430365009535,2.5335556699401374,946.49,198.44,157.7483333333333,62,United Kingdom,Friday,April,0,-1
17460.0,181,12,51,3.4316235658474312,2.1492799881316267,412.18,101.28,82.436,19,United Kingdom,Friday,April,0,0
17567.0,1553,99,405,6.499954741663751,2.793538909070824,2678.07,699.4499999999998,334.75875,139,United Kingdom,Friday,April,1,-1
16203.0,262,27,104,4.65057194545458,1.9110881420020709,592.9,214.6,148.225,35,United Kingdom,Friday,April,0,0
15574.0,240,120,150,6.834698087080881,1.080541345525018,438.6499999999999,263.84,109.6625,139,United Kingdom,Friday,December,1,0
16770.0,439,111,179,6.690979768767551,1.9325385190465003,657.85,207.69999999999996,131.57,134,United Kingdom,Friday,April,1,0
17838.0,936,68,302,5.973286455784832,2.0734096850844925,1597.4600000000007,476.85999999999984,319.492,82,United Kingdom,Friday,February,1,-1
17228.0,1346,134,261,6.908969524531817,2.8330929823793487,1798.9500000000016,398.2599999999998,224.86875,201,United Kingdom,Friday,February,1,-1
17412.0,612,43,130,5.270660903030254,2.7751957635034703,1178.74,225.9,168.39142857142858,61,United Kingdom,Friday,December,1,0
14775.0,910,53,346,5.708632440797382,1.5830303714862597,879.42,359.76,293.14,55,United Kingdom,Friday,December,1,0
17659.0,1187,97,283,6.439886330460918,3.1033053128646646,2354.810000000001,529.29,196.23416666666665,124,United Kingdom,Friday,August,1,-1
15646.0,299,28,146,4.807354922057602,1.409759066803726,342.07,162.08,114.02333333333335,28,United Kingdom,Friday,February,0,0
13402.0,475,30,289,4.831074987250574,0.974024864435752,587.2300000000002,312.95,293.615,37,United Kingdom,Friday,April,0,0
13011.0,13,3,13,1.584962500721156,0.0,50.55,50.55,50.55,3,United Kingdom,Friday,February,0,0
16029.0,317,4,48,1.622556248918266,3.875,1144.35,129.6,76.29,16,United Kingdom,Friday,April,0,-1
16634.0,78,7,60,2.8073549220576046,0.5916727785823275,172.5,119.4,86.25,7,United Kingdom,Friday,February,0,0
18239.0,785,76,222,6.1748809643681595,2.033553016238253,1457.8099999999995,446.81,291.562,84,United Kingdom,Friday,February,1,-1
14576.0,12,1,12,0.0,0.0,35.40000000000001,35.40000000000001,35.40000000000001,1,United Kingdom,Friday,February,0,1
14865.0,60,3,48,1.584962500721156,0.9182958340544896,43.08,28.08,21.54,3,United Kingdom,Friday,February,0,0
15093.0,953,37,290,5.052091804755253,2.464236456446788,1807.28,643.3800000000001,301.21333333333337,69,United Kingdom,Friday,August,1,-1
16150.0,1023,83,320,6.2608471054657615,2.2803420683155844,1841.319999999999,522.3600000000001,368.264,106,United Kingdom,Friday,December,1,-1
12738.0,144,8,144,3.0,0.0,110.4,110.4,110.4,8,Germany,Friday,February,0,0
14236.0,228,12,224,3.584962500721156,0.41381685030363374,302.6400000000001,287.6400000000001,151.32000000000005,12,United Kingdom,Friday,February,0,0
17961.0,528,193,85,7.507167810188934,4.449147726595132,858.2399999999999,126.2,23.195675675675677,228,United Kingdom,Friday,April,1,-1
14573.0,410,105,110,6.417695190473497,2.7282967658518,778.6999999999998,239.0,86.52222222222224,173,United Kingdom,Friday,February,1,-1
17135.0,478,26,138,4.59445640611102,2.1116325179226987,635.77,180.3,127.154,37,United Kingdom,Friday,February,0,0
17396.0,29,2,19,1.0,1.0,108.75,71.25,54.375,2,United Kingdom,Friday,July,0,0
12686.0,106,6,106,2.5849625007211556,0.0,71.14,71.14,71.14,6,France,Friday,March,0,0
13370.0,281,32,281,5.0,0.0,604.75,604.75,604.75,32,United Kingdom,Friday,March,0,0
16883.0,97,29,52,4.8125,0.9971803988942642,208.77999999999997,110.65000000000002,104.39,32,United Kingdom,Friday,March,0,0
13520.0,951,46,287,5.377986806877677,2.3212493879886056,1582.4499999999994,473.97,263.7416666666667,72,Switzerland,Friday,August,1,-1
16905.0,1039,101,410,6.476803474933223,2.438572848927912,2036.51,890.3499999999998,290.93,162,United Kingdom,Friday,April,1,-1
12427.0,212,21,110,4.349648912578752,1.3708624650830612,425.62,230.08,141.8733333333333,23,Germany,Friday,March,0,0
17967.0,70,39,70,5.271928094887364,0.0,84.42,84.42,84.42,40,United Kingdom,Friday,March,0,0
16891.0,252,157,84,7.2432027630776545,2.1627114917230608,615.9300000000002,198.80999999999992,123.186,174,United Kingdom,Friday,August,1,-1
17884.0,395,97,143,6.562666667938928,1.9762665414982443,537.2199999999998,178.54,134.305,103,United Kingdom,Friday,January,1,0
14083.0,566,149,310,7.1746963763280425,2.0846025558878507,820.0999999999997,353.32000000000005,102.51250000000002,162,United Kingdom,Friday,December,1,-1
14210.0,696,55,194,5.578932261189982,2.574032714608317,1616.1200000000006,308.78,269.3533333333334,88,United Kingdom,Friday,April,1,-1
16477.0,1317,108,229,6.592602697066761,2.7655136969502494,2450.7200000000007,467.36,350.1028571428572,143,United Kingdom,Friday,December,1,-1
12779.0,1335,67,311,5.8623770691404085,2.6370712509121463,2498.5300000000016,646.0100000000001,312.31625,104,Poland,Friday,April,1,-1
16926.0,11,4,11,2.0,0.0,33.45,33.45,33.45,4,United Kingdom,Friday,March,0,0
17787.0,834,88,299,6.30073110901451,1.885014500195392,1630.2899999999993,597.33,407.57249999999993,121,United Kingdom,Friday,August,1,-1
14723.0,625,182,177,7.34687563227179,2.4511424063299625,992.3399999999997,310.6699999999998,165.38999999999996,247,United Kingdom,Friday,December,1,-1
17819.0,325,23,127,4.4838561897747224,2.2366238110793626,676.8100000000002,233.1,112.80166666666668,25,United Kingdom,Friday,April,0,0
15373.0,393,60,66,5.642244254665679,2.9864926480268625,1339.41,263.85,133.941,97,United Kingdom,Friday,August,1,-1
17198.0,256,74,104,6.171928094887358,1.4417720664283002,354.96999999999986,144.20999999999995,118.32333333333332,80,United Kingdom,Friday,March,0,0
12793.0,252,20,188,4.297079327540665,0.8631205685666309,395.48,291.68,197.74,21,Portugal,Friday,March,0,0
14396.0,221,67,185,6.05055344228541,0.992563136012236,451.09,365.13999999999993,225.545,69,United Kingdom,Friday,March,0,0
14898.0,476,77,149,6.142621451191842,1.8543080616849053,881.0200000000003,278.12999999999994,146.83666666666662,98,United Kingdom,Friday,April,1,-1
12725.0,162,23,162,4.523561956057013,0.0,371.8,371.8,371.8,23,Italy,Friday,March,0,0
16725.0,238,98,62,6.461766773518899,2.5065012202717694,573.98,146.04999999999995,81.99714285714286,128,United Kingdom,Friday,April,1,-1
12395.0,1188,74,170,5.980569633141265,3.4885604956651948,1829.72,248.08,152.47666666666666,120,Belgium,Friday,April,1,-1
16455.0,988,69,232,5.934467857256675,2.6573906536579943,1841.1800000000005,517.8,263.0257142857143,99,United Kingdom,Friday,December,1,-1
15545.0,155,72,84,6.162427298606055,0.9505668528932196,229.37,128.39,114.685,73,United Kingdom,Friday,March,0,0
15465.0,436,22,65,4.246370130156181,3.9721800112652463,1845.739999999999,275.05,102.54111111111106,50,United Kingdom,Friday,April,1,-1
13838.0,237,130,85,6.9337209404525995,1.926528972924313,510.66999999999945,191.50999999999996,127.6675,150,United Kingdom,Sunday,April,1,-1
15038.0,149,83,50,6.3092778451502785,2.232375508421901,343.6399999999999,100.98,68.72800000000001,95,United Kingdom,Friday,August,0,0
15708.0,1089,105,223,6.363051752451336,2.667003831724453,2658.5199999999977,534.03,379.7885714285714,226,United Kingdom,Sunday,February,1,-1
16168.0,674,51,88,5.477804815904367,4.2722041197801515,1821.2200000000007,163.02,79.18347826086958,76,United Kingdom,Friday,April,1,-1
14813.0,61,23,54,4.46967048737186,0.7062740891876007,110.93,91.43000000000002,55.46500000000001,26,United Kingdom,Wednesday,May,0,0
14810.0,1011,102,188,6.356762089557066,3.4176967085787164,2035.529999999999,352.23,185.0481818181818,250,United Kingdom,Sunday,April,1,-1
13506.0,235,21,145,4.39231742277876,0.9587118829771318,379.45,237.95,189.725,21,United Kingdom,Thursday,January,0,0
17796.0,164,58,67,5.719390358784488,1.7297085175189666,578.0500000000002,240.35,144.51250000000005,74,United Kingdom,Sunday,January,0,0
15716.0,447,95,140,6.492526001446271,1.97001313441653,824.6400000000003,269.93,206.16,111,United Kingdom,Sunday,July,1,-1
18156.0,280,98,212,6.5276424705724745,0.9798687566511528,639.1899999999998,452.31,319.595,120,United Kingdom,Sunday,May,1,-1
16983.0,951,100,196,6.495541454621835,2.6069230981340192,1529.8699999999994,292.79000000000013,218.55285714285716,127,United Kingdom,Saturday,April,1,-1
16327.0,2071,137,465,6.863309073665991,2.5321541749816974,3170.06,622.62,528.3433333333334,297,United Kingdom,Friday,January,1,-1
17211.0,1105,129,307,6.865514999245371,2.8898910103272075,1783.9300000000012,406.57999999999987,222.99125,176,United Kingdom,Sunday,April,1,-1
17026.0,24,2,24,1.0,0.0,20.4,20.4,20.4,2,United Kingdom,Wednesday,May,0,0
15570.0,1765,188,550,7.395359608176791,3.2985325659807287,3200.429999999998,793.7400000000001,266.70250000000004,258,United Kingdom,Friday,April,1,-1
15880.0,175,92,175,6.517653434763951,0.0,262.17999999999995,262.17999999999995,262.17999999999995,93,United Kingdom,Wednesday,May,0,0
16718.0,301,37,301,5.182838116298145,0.0,482.93,482.93,482.93,39,United Kingdom,Wednesday,May,0,0
15808.0,1140,123,339,6.783661817352373,1.9822251838838807,2909.070000000001,975.8500000000003,727.2675000000003,165,United Kingdom,Friday,April,1,-1
17858.0,601,69,109,5.728964727708278,3.0127651502618584,2056.110000000001,398.87,228.45666666666668,131,United Kingdom,Friday,April,1,-1
14161.0,427,77,166,6.176825287801808,1.4998367130024457,878.02,403.58,292.67333333333335,94,United Kingdom,Friday,August,1,-1
17863.0,2362,105,639,6.529528920782468,2.532770709982983,2891.44,857.7399999999999,481.90666666666664,143,United Kingdom,Sunday,February,1,-1
16411.0,130,40,69,5.2867298709811665,0.9964859898867829,203.75,128.55,101.875,43,United Kingdom,Sunday,May,0,0
16402.0,107,52,99,5.690184605506591,0.2318130500245902,208.6,172.99999999999997,104.29999999999998,53,United Kingdom,Sunday,March,0,0
12647.0,876,65,189,5.870748039460037,3.0797718998808232,1826.87,293.7,152.23916666666662,86,Germany,Friday,August,1,-1
15894.0,163,34,110,5.058813890331199,0.41381685030363374,250.3,143.48999999999995,125.15,36,United Kingdom,Thursday,March,0,0
14506.0,584,170,207,7.243041439664537,1.8748515211635808,1206.8500000000008,390.02,241.37,242,United Kingdom,Monday,April,1,-1
13034.0,368,36,252,5.1699250014423095,0.8879763195151351,627.82,461.96,313.91,36,United Kingdom,Sunday,May,0,0
17402.0,248,21,50,4.054229296672173,2.413909765557392,619.9100000000002,115.2,68.87888888888891,32,United Kingdom,Friday,April,0,0
15889.0,198,74,138,6.177198469696092,0.8701883352082784,333.6699999999998,229.41999999999993,166.83499999999995,79,United Kingdom,Tuesday,June,0,0
15953.0,621,54,150,5.515850175244252,2.745672769831617,955.9299999999997,221.09,119.49125,82,United Kingdom,Monday,December,1,-1
16143.0,866,70,204,5.912665389044462,2.5199816194295863,1948.19,475.58,324.6983333333333,111,United Kingdom,Friday,August,1,-1
12747.0,967,32,140,4.591107630164543,3.399471722541576,2640.4100000000008,333.7,240.03727272727275,78,United Kingdom,Monday,April,1,-1
12763.0,196,16,196,4.0,0.0,320.08,320.08,320.08,16,Japan,Wednesday,May,0,0
14081.0,532,112,328,6.720296665593529,0.9949078777104003,677.1999999999996,385.80000000000007,338.6,131,United Kingdom,Sunday,May,1,-1
14404.0,626,58,204,5.665894208390024,2.4601684425960637,1039.13,306.06,173.18833333333333,84,United Kingdom,Friday,August,1,0
13579.0,115,15,74,3.8365916681089782,0.9640787648082292,321.29,197.34,160.64499999999995,18,United Kingdom,Friday,May,0,0
13174.0,1128,194,555,7.496647434601523,1.445316277429254,1998.53,1054.49,666.1766666666666,250,United Kingdom,Thursday,January,1,-1
15987.0,405,102,167,6.5997103769749055,1.4412634455657292,506.43999999999977,230.89,101.288,115,United Kingdom,Saturday,April,1,0
13652.0,474,43,240,5.3416619439892985,1.5605046050671365,1003.64,442.92000000000013,334.5466666666667,57,United Kingdom,Monday,June,1,0
16858.0,84,7,84,2.75,0.0,320.04,320.04,320.04,8,United Kingdom,Saturday,June,0,0
18219.0,839,50,137,5.302134997171462,3.2381780551461046,1616.9200000000005,314.02,161.692,96,United Kingdom,Friday,April,1,-1
14293.0,697,47,282,5.482012821182282,1.8863082816921724,951.1599999999997,364.9199999999999,237.78999999999994,57,United Kingdom,Friday,July,1,0
16638.0,816,66,294,6.0362384441891095,2.8307542769141127,1125.5500000000004,417.81000000000006,112.55500000000002,67,United Kingdom,Friday,August,1,-1
17674.0,348,16,215,3.914866303883101,0.9656361333706098,271.32,175.14,135.66000000000003,23,United Kingdom,Monday,June,0,0
12808.0,186,25,79,4.623516641218014,1.5430224942057842,445.70000000000016,192.35,148.5666666666667,26,Portugal,Friday,August,0,0
15899.0,38,3,38,1.584962500721156,0.0,43.5,43.5,43.5,3,United Kingdom,Saturday,June,0,0
12708.0,1263,73,190,5.922731910844291,3.1993864208076364,2117.96,290.2,211.79600000000005,128,Germany,Friday,April,1,-1
15898.0,384,62,204,5.905625906053526,1.1261552520610507,683.5299999999999,342.24000000000007,136.70600000000002,69,United Kingdom,Friday,April,1,-1
17691.0,128,16,74,4.0,0.9886994082884974,242.7,132.0,121.35,16,United Kingdom,Saturday,December,0,0
17227.0,295,24,75,4.356498487629713,2.5090275125326515,369.86000000000007,115.05,61.64333333333334,38,United Kingdom,Friday,June,0,0
15919.0,381,100,210,6.5691464397603525,0.8843507645372042,483.73999999999944,311.61,241.87,119,United Kingdom,Saturday,June,1,0
13497.0,159,18,109,4.169925001442313,0.9910760598382222,321.0499999999999,194.55,160.525,18,United Kingdom,Saturday,February,0,0
15860.0,349,94,89,6.369904328158804,2.7768033589436927,754.7599999999992,141.9,94.345,126,United Kingdom,Friday,April,1,-1
