CustomerID,Country,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,January,February,March,April,May,June,July,August,September,October,November,December,Weekday,Month
12868.0,United Kingdom,0.0,12.0,31.0,60.0,0.0,0.0,0.0,24.0,0.0,18.0,0.0,28.0,0.0,13.0,0.0,0.0,0.0,0.0,20.0,Thursday,May
17572.0,United Kingdom,0.0,4.0,0.0,2.0,3.0,0.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Tuesday,January
14078.0,United Kingdom,7.0,24.0,18.0,0.0,0.0,13.0,0.0,11.0,7.0,0.0,9.0,0.0,0.0,0.0,26.0,0.0,9.0,0.0,0.0,Tuesday,August
14001.0,United Kingdom,0.0,18.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,Tuesday,October
15525.0,United Kingdom,0.0,143.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,36.0,0.0,Tuesday,July
14237.0,United Kingdom,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
17905.0,United Kingdom,0.0,22.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,Tuesday,January
15485.0,United Kingdom,0.0,14.0,0.0,0.0,16.0,0.0,33.0,14.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,33.0,0.0,0.0,0.0,Sunday,September
16955.0,United Kingdom,0.0,1.0,0.0,0.0,8.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,Saturday,August
15350.0,United Kingdom,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
15605.0,United Kingdom,0.0,24.0,14.0,0.0,15.0,0.0,0.0,24.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,Tuesday,January
18144.0,United Kingdom,2.0,13.0,0.0,4.0,0.0,2.0,4.0,4.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,8.0,0.0,2.0,2.0,Tuesday,September
15922.0,United Kingdom,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
14594.0,United Kingdom,0.0,27.0,0.0,0.0,0.0,16.0,0.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
15165.0,United Kingdom,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
16456.0,United Kingdom,0.0,28.0,0.0,44.0,0.0,0.0,24.0,20.0,0.0,0.0,19.0,0.0,44.0,0.0,13.0,0.0,0.0,0.0,0.0,Thursday,June
17643.0,United Kingdom,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
17873.0,United Kingdom,0.0,14.0,5.0,7.0,0.0,5.0,0.0,7.0,0.0,7.0,5.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,Tuesday,January
17760.0,United Kingdom,0.0,6.0,0.0,0.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,Friday,November
16928.0,United Kingdom,30.0,67.0,16.0,31.0,15.0,0.0,21.0,12.0,11.0,0.0,30.0,10.0,48.0,11.0,25.0,20.0,0.0,13.0,0.0,Tuesday,June
16048.0,United Kingdom,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
16274.0,United Kingdom,0.0,53.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
14496.0,United Kingdom,0.0,3.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,January
14696.0,United Kingdom,0.0,28.0,0.0,55.0,30.0,0.0,0.0,28.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,15.0,0.0,17.0,21.0,Thursday,May
16539.0,United Kingdom,0.0,36.0,0.0,8.0,0.0,0.0,0.0,21.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,Tuesday,January
17025.0,United Kingdom,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Monday,October
12947.0,United Kingdom,0.0,70.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,31.0,0.0,0.0,27.0,0.0,12.0,0.0,0.0,0.0,Tuesday,April
14142.0,United Kingdom,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
17069.0,United Kingdom,36.0,10.0,4.0,21.0,59.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0,22.0,0.0,58.0,15.0,Friday,November
13065.0,United Kingdom,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
16835.0,United Kingdom,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,March
15235.0,United Kingdom,21.0,5.0,20.0,40.0,17.0,0.0,27.0,22.0,9.0,16.0,7.0,12.0,19.0,12.0,0.0,0.0,0.0,0.0,33.0,Thursday,December
13576.0,United Kingdom,0.0,25.0,43.0,11.0,4.0,3.0,1.0,11.0,3.0,4.0,5.0,3.0,17.0,1.0,2.0,6.0,21.0,14.0,0.0,Wednesday,October
18011.0,United Kingdom,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,January
15694.0,United Kingdom,8.0,8.0,9.0,10.0,5.0,0.0,11.0,13.0,3.0,5.0,8.0,2.0,1.0,1.0,0.0,3.0,8.0,7.0,0.0,Sunday,January
14741.0,United Kingdom,19.0,8.0,0.0,8.0,9.0,0.0,12.0,0.0,9.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,12.0,10.0,9.0,Monday,October
13715.0,United Kingdom,0.0,0.0,0.0,7.0,15.0,0.0,76.0,0.0,15.0,7.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,Sunday,May
17732.0,United Kingdom,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
12855.0,United Kingdom,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
17855.0,United Kingdom,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
14047.0,United Kingdom,0.0,2.0,9.0,0.0,7.0,0.0,0.0,9.0,6.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wednesday,January
13941.0,United Kingdom,0.0,11.0,3.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,Tuesday,February
13108.0,United Kingdom,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
15658.0,United Kingdom,0.0,0.0,6.0,13.0,9.0,0.0,1.0,0.0,10.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,May
14901.0,United Kingdom,13.0,10.0,0.0,35.0,24.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,0.0,13.0,10.0,Thursday,August
15111.0,United Kingdom,0.0,15.0,0.0,0.0,13.0,0.0,44.0,0.0,13.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,Sunday,April
16546.0,United Kingdom,0.0,15.0,0.0,0.0,5.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tuesday,February
15260.0,United Kingdom,13.0,0.0,32.0,0.0,23.0,0.0,0.0,0.0,14.0,0.0,10.0,9.0,13.0,13.0,9.0,0.0,0.0,0.0,0.0,Wednesday,February
14491.0,United Kingdom,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,June
13305.0,United Kingdom,0.0,14.0,0.0,19.0,15.0,0.0,5.0,2.0,7.0,0.0,0.0,8.0,0.0,3.0,21.0,0.0,0.0,12.0,0.0,Thursday,August
15923.0,United Kingdom,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
16752.0,United Kingdom,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
17287.0,United Kingdom,34.0,37.0,4.0,0.0,12.0,0.0,19.0,12.0,12.0,0.0,0.0,4.0,0.0,32.0,0.0,27.0,0.0,19.0,0.0,Tuesday,July
15363.0,United Kingdom,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
12915.0,United Kingdom,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,Thursday,July
15827.0,United Kingdom,1.0,27.0,13.0,21.0,11.0,0.0,14.0,9.0,10.0,0.0,14.0,0.0,0.0,12.0,17.0,25.0,0.0,0.0,0.0,Tuesday,September
14180.0,United Kingdom,24.0,7.0,18.0,27.0,17.0,1.0,7.0,9.0,15.0,11.0,11.0,1.0,8.0,8.0,2.0,4.0,7.0,3.0,22.0,Thursday,December
13117.0,United Kingdom,8.0,0.0,0.0,0.0,30.0,7.0,24.0,8.0,15.0,0.0,8.0,0.0,10.0,7.0,0.0,7.0,7.0,7.0,0.0,Friday,February
16916.0,United Kingdom,0.0,0.0,82.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,Wednesday,November
17964.0,United Kingdom,0.0,0.0,0.0,60.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,Thursday,August
14466.0,United Kingdom,0.0,34.0,0.0,0.0,14.0,6.0,5.0,0.0,6.0,0.0,11.0,8.0,0.0,0.0,13.0,9.0,12.0,0.0,0.0,Tuesday,August
17235.0,United Kingdom,17.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,Monday,November
16510.0,United Kingdom,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
17802.0,United Kingdom,0.0,63.0,0.0,0.0,12.0,0.0,61.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,63.0,Tuesday,December
15107.0,United Kingdom,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,Thursday,September
17976.0,United Kingdom,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
16781.0,United Kingdom,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
17547.0,United Kingdom,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
13491.0,United Kingdom,5.0,8.0,25.0,0.0,9.0,9.0,12.0,8.0,13.0,5.0,12.0,0.0,9.0,4.0,0.0,0.0,7.0,8.0,2.0,Wednesday,February
15732.0,United Kingdom,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,Saturday,November
13138.0,United Kingdom,8.0,14.0,12.0,8.0,20.0,0.0,0.0,0.0,13.0,0.0,12.0,0.0,0.0,7.0,0.0,14.0,8.0,8.0,0.0,Friday,September
17460.0,United Kingdom,0.0,4.0,6.0,8.0,1.0,0.0,0.0,4.0,1.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Thursday,March
16203.0,United Kingdom,0.0,9.0,0.0,0.0,15.0,11.0,0.0,0.0,11.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,Friday,December
15574.0,United Kingdom,0.0,0.0,7.0,31.0,101.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,31.0,Friday,February
16770.0,United Kingdom,0.0,0.0,0.0,45.0,5.0,0.0,84.0,49.0,5.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,6.0,Sunday,January
17838.0,United Kingdom,0.0,0.0,23.0,0.0,23.0,0.0,36.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,28.0,0.0,Sunday,February
14829.0,United Kingdom,0.0,14.0,0.0,0.0,18.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,7.0,Friday,February
17412.0,United Kingdom,0.0,10.0,11.0,19.0,21.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,10.0,0.0,8.0,0.0,19.0,11.0,Friday,November
14775.0,United Kingdom,19.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,17.0,Friday,February
17659.0,United Kingdom,7.0,82.0,4.0,20.0,8.0,3.0,0.0,0.0,11.0,15.0,0.0,25.0,1.0,0.0,11.0,0.0,0.0,58.0,3.0,Tuesday,November
15646.0,United Kingdom,9.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,Friday,February
13958.0,United Kingdom,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
14443.0,United Kingdom,28.0,0.0,19.0,0.0,2.0,20.0,24.0,0.0,21.0,0.0,0.0,0.0,20.0,24.0,0.0,0.0,28.0,0.0,0.0,Monday,October
13402.0,United Kingdom,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,15.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,April
18168.0,United Kingdom,0.0,0.0,10.0,57.0,23.0,0.0,24.0,0.0,23.0,27.0,0.0,22.0,8.0,0.0,0.0,0.0,24.0,0.0,10.0,Thursday,March
14625.0,United Kingdom,29.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,Monday,December
13011.0,United Kingdom,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
15384.0,United Kingdom,0.0,0.0,20.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,Wednesday,December
14264.0,United Kingdom,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Sunday,August
13295.0,United Kingdom,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,Wednesday,December
16029.0,United Kingdom,2.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,Tuesday,July
16634.0,United Kingdom,0.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
18239.0,United Kingdom,2.0,0.0,0.0,35.0,47.0,0.0,0.0,22.0,27.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
14865.0,United Kingdom,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
15093.0,United Kingdom,18.0,9.0,0.0,0.0,25.0,0.0,17.0,0.0,25.0,0.0,0.0,26.0,0.0,0.0,10.0,0.0,0.0,8.0,0.0,Friday,May
16150.0,United Kingdom,30.0,24.0,0.0,0.0,52.0,0.0,0.0,0.0,19.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,17.0,Friday,March
12738.0,Germany,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,February
17552.0,United Kingdom,2.0,0.0,0.0,33.0,12.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,0.0,0.0,Thursday,September
14236.0,United Kingdom,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,Tuesday,September
14573.0,United Kingdom,27.0,0.0,0.0,20.0,78.0,34.0,14.0,0.0,78.0,25.0,0.0,18.0,9.0,0.0,0.0,0.0,9.0,34.0,0.0,Friday,February
17135.0,United Kingdom,0.0,10.0,19.0,0.0,8.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,Wednesday,February
17396.0,United Kingdom,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Friday,July
12967.0,United Kingdom,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Friday,December
12686.0,France,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,March
15240.0,United Kingdom,0.0,0.0,17.0,16.0,17.0,0.0,13.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,4.0,Friday,January
13370.0,United Kingdom,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,March
16883.0,United Kingdom,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,15.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,May
13520.0,Switzerland,7.0,0.0,22.0,0.0,11.0,32.0,0.0,22.0,0.0,11.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,19.0,Saturday,January
12427.0,Germany,13.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,Monday,October
17967.0,United Kingdom,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,March
17884.0,United Kingdom,0.0,0.0,0.0,0.0,26.0,33.0,44.0,24.0,0.0,26.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Sunday,June
14083.0,United Kingdom,28.0,2.0,0.0,65.0,59.0,7.0,1.0,0.0,7.0,56.0,0.0,68.0,0.0,3.0,0.0,0.0,0.0,0.0,28.0,Thursday,May
14210.0,United Kingdom,0.0,14.0,16.0,16.0,42.0,0.0,0.0,0.0,16.0,12.0,31.0,16.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,Friday,April
16477.0,United Kingdom,63.0,0.0,19.0,0.0,14.0,0.0,47.0,25.0,0.0,14.0,0.0,0.0,0.0,47.0,0.0,25.0,13.0,0.0,19.0,Monday,July
16926.0,United Kingdom,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friday,March
17787.0,United Kingdom,0.0,39.0,0.0,42.0,40.0,0.0,0.0,42.0,0.0,27.0,0.0,0.0,0.0,0.0,39.0,0.0,13.0,0.0,0.0,Thursday,January
17819.0,United Kingdom,0.0,7.0,2.0,5.0,9.0,0.0,2.0,0.0,7.0,9.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,Friday,March
16140.0,United Kingdom,0.0,26.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Tuesday,May
15373.0,United Kingdom,12.0,7.0,43.0,0.0,22.0,0.0,13.0,10.0,12.0,22.0,0.0,19.0,13.0,0.0,7.0,0.0,0.0,12.0,2.0,Wednesday,March
17198.0,United Kingdom,0.0,0.0,17.0,0.0,44.0,0.0,19.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,17.0,0.0,Friday,March
12793.0,Portugal,0.0,0.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,Thursday,September
